Date,cases
10/15/2020,943671
10/16/2020,960067
10/17/2020,977625
10/18/2020,995943
10/19/2020,1007947
10/20/2020,1016256
10/21/2020,1031973
10/22/2020,1052869
10/23/2020,1076177
10/24/2020,1100078
10/25/2020,1125154
10/26/2020,1140703
10/27/2020,1152011
10/28/2020,1172008
10/29/2020,1196406
10/30/2020,1221020
10/31/2020,1245334
11/1/2020,1270402
11/2/2020,1286595
11/3/2020,1297587
11/4/2020,1313073
11/5/2020,1335049
11/6/2020,1359129
11/7/2020,1382727
11/8/2020,1406202
11/9/2020,1420825
11/10/2020,1430683
11/11/2020,1447157
11/12/2020,1467718
11/13/2020,1487688
11/14/2020,1506835
11/15/2020,1525259
11/16/2020,1535844
11/17/2020,1542528
11/18/2020,1555244
11/19/2020,1571071
11/20/2020,1585785
11/21/2020,1598946
11/22/2020,1611509
11/23/2020,1618723
11/24/2020,1623338
11/25/2020,1632412
11/26/2020,1643298
11/27/2020,1653246
11/28/2020,1662868
11/29/2020,1672765
11/30/2020,1678282
12/1/2020,1681681
12/2/2020,1689054
12/3/2020,1698519
12/4/2020,1707324
12/5/2020,1715428
12/6/2020,1723781
12/7/2020,1728733
12/8/2020,1731976
12/9/2020,1737161
12/10/2020,1741176
12/11/2020,1749512
12/12/2020,1760210
12/13/2020,1771470
12/14/2020,1778046
12/15/2020,1782278
12/16/2020,1792095
12/17/2020,1804213
12/18/2020,1815904
12/19/2020,1826806
12/20/2020,1839006
12/21/2020,1845911
12/22/2020,1850271
12/23/2020,1861207
12/24/2020,1874534
12/25/2020,1888932
12/26/2020,1898845
12/27/2020,1903680
12/28/2020,1910011
12/29/2020,1915973
12/30/2020,1930992
12/31/2020,1949781
1/1/2021,1970803
1/2/2021,1986310
1/3/2021,1993882
1/4/2021,2004140
1/5/2021,2013875
1/6/2021,2035671
1/7/2021,2066071
1/8/2021,2080520
1/9/2021,2107090
1/10/2021,2139674
1/11/2021,2158851
1/12/2021,2172637
1/13/2021,2204768
1/14/2021,2241978
1/15/2021,2280589
1/16/2021,2318742
1/17/2021,2361504
1/18/2021,2386332
1/19/2021,2404862
1/20/2021,2440323
1/21/2021,2482443
1/22/2021,2524072
1/23/2021,2564607
1/24/2021,2606560
1/25/2021,2630275
1/26/2021,2647486
1/27/2021,2679951
1/28/2021,2717235
1/29/2021,2752774
1/30/2021,2785861
1/31/2021,2817985
2/1/2021,2836098
2/2/2021,2847662
2/3/2021,2869984
2/4/2021,2895837
2/5/2021,2919480
2/6/2021,2940408
2/7/2021,2960412
2/8/2021,2970745
2/9/2021,2976754
2/10/2021,2990406
2/11/2021,3005645
2/12/2021,3018879
2/13/2021,3030552
2/14/2021,3042025
2/15/2021,3047665
2/16/2021,3051126
2/17/2021,3059753
2/18/2021,3069441
2/19/2021,3077869
2/20/2021,3085876
2/21/2021,3093669
2/22/2021,3097587
2/23/2021,3100171
2/24/2021,3106837
2/25/2021,3114023
2/26/2021,3120377
2/27/2021,3126384
2/28/2021,3132701
3/1/2021,3135838
3/2/2021,3137993
3/3/2021,3143154
3/4/2021,3148888
3/5/2021,3154704
3/6/2021,3160173
3/7/2021,3165754
3/8/2021,3168523
3/9/2021,3170501
3/10/2021,3175466
3/11/2021,3181013
3/12/2021,3186406
3/13/2021,3191646
3/14/2021,3197331
3/15/2021,3200091
3/16/2021,3202012
3/17/2021,3207436
3/18/2021,3213418
3/19/2021,3219126
3/20/2021,3225398
3/21/2021,3229971
3/22/2021,3232805
3/23/2021,3235034
3/24/2021,3241018
3/25/2021,3248230
3/26/2021,3254952
3/27/2021,3262114
3/28/2021,3269572
3/29/2021,3273596
3/30/2021,3276454
3/31/2021,3283659
4/1/2021,3291714
4/2/2021,3300557
4/3/2021,3306079
4/4/2021,3309784
4/5/2021,3314226
4/6/2021,3318361
4/7/2021,3325910
4/8/2021,3336583
4/9/2021,3347006
4/10/2021,3357203
4/11/2021,3367567
4/12/2021,3373134
4/13/2021,3376983
4/14/2021,3385794
4/15/2021,3395813
4/16/2021,3406128
4/17/2021,3415681
4/18/2021,3425481
4/19/2021,3430708
4/20/2021,3434562
4/21/2021,3443097
4/22/2021,3453707
4/23/2021,3463275
4/24/2021,3472978
4/25/2021,3482762
4/26/2021,3487645
4/27/2021,3491418
4/28/2021,3500207
4/29/2021,3509801
4/30/2021,3518940
5/1/2021,3527161
5/2/2021,3535951
5/3/2021,3539729
5/4/2021,3542654
5/5/2021,3548434
5/6/2021,3554988
5/7/2021,3559222
5/8/2021,3559222
