Date,cases
10/16/2020,880543
10/17/2020,889085
10/18/2020,897538
10/19/2020,906083
10/20/2020,914839
10/21/2020,923463
10/22/2020,932206
10/23/2020,941038
10/24/2020,949933
10/25/2020,958754
10/26/2020,967501
10/27/2020,976429
10/28/2020,985368
10/29/2020,994403
10/30/2020,1003452
10/31/2020,1012504
11/1/2020,1021447
11/2/2020,1030283
11/3/2020,1039315
11/4/2020,1048388
11/5/2020,1057509
11/6/2020,1066550
11/7/2020,1075716
11/8/2020,1084929
11/9/2020,1094175
11/10/2020,1103481
11/11/2020,1112740
11/12/2020,1122163
11/13/2020,1131734
11/14/2020,1141509
11/15/2020,1151355
11/16/2020,1161308
11/17/2020,1171354
11/18/2020,1181903
11/19/2020,1192849
11/20/2020,1204122
11/21/2020,1215956
11/22/2020,1228219
11/23/2020,1240967
11/24/2020,1254411
11/25/2020,1268523
11/26/2020,1282068
11/27/2020,1311200
11/28/2020,1341045
11/29/2020,1371148
11/30/2020,1400429
12/1/2020,1431648
12/2/2020,1461758
12/3/2020,1493681
12/4/2020,1526062
12/5/2020,1558798
12/6/2020,1590694
12/7/2020,1621096
12/8/2020,1653233
12/9/2020,1686431
12/10/2020,1718143
12/11/2020,1748567
12/12/2020,1780673
12/13/2020,1809809
12/14/2020,1836728
12/15/2020,1866345
12/16/2020,1898447
12/17/2020,1928165
12/18/2020,1955680
12/19/2020,1982090
12/20/2020,2004285
12/21/2020,2024601
12/22/2020,2043704
12/23/2020,2062960
12/24/2020,2082610
12/25/2020,2100712
12/26/2020,2118255
12/27/2020,2133373
12/28/2020,2147578
12/29/2020,2162775
12/30/2020,2178580
12/31/2020,2194272
1/1/2021,2208652
1/2/2021,2220855
1/3/2021,2232035
1/4/2021,2241912
1/5/2021,2255607
1/6/2021,2270101
1/7/2021,2283931
1/8/2021,2296102
1/9/2021,2307581
1/10/2021,2317118
1/11/2021,2326256
1/12/2021,2336476
1/13/2021,2346285
1/14/2021,2355839
1/15/2021,2364801
1/16/2021,2373115
1/17/2021,2380665
1/18/2021,2387101
1/19/2021,2392963
1/20/2021,2399781
1/21/2021,2406216
1/22/2021,2412505
1/23/2021,2418472
1/24/2021,2424328
1/25/2021,2429605
1/26/2021,2435247
1/27/2021,2442350
1/28/2021,2449839
1/29/2021,2457118
1/30/2021,2464030
1/31/2021,2470901
2/1/2021,2477463
2/2/2021,2485182
2/3/2021,2492977
2/4/2021,2501079
2/5/2021,2508988
2/6/2021,2516889
2/7/2021,2524786
2/8/2021,2531456
2/9/2021,2539559
2/10/2021,2548195
2/11/2021,2556837
2/12/2021,2564427
2/13/2021,2572190
2/14/2021,2579896
2/15/2021,2586183
2/16/2021,2594128
2/17/2021,2602034
2/18/2021,2609359
2/19/2021,2616600
2/20/2021,2624019
2/21/2021,2631876
2/22/2021,2638422
2/23/2021,2646526
2/24/2021,2655633
2/25/2021,2665194
2/26/2021,2674766
2/27/2021,2683971
2/28/2021,2693164
3/1/2021,2701588
3/2/2021,2711479
3/3/2021,2723316
3/4/2021,2734836
3/5/2021,2746158
3/6/2021,2757460
3/7/2021,2769230
3/8/2021,2780417
3/9/2021,2793632
3/10/2021,2807387
3/11/2021,2821943
3/12/2021,2835989
3/13/2021,2850930
3/14/2021,2866012
3/15/2021,2879390
3/16/2021,2894893
3/17/2021,2911642
3/18/2021,2930554
3/19/2021,2950603
3/20/2021,2971633
3/21/2021,2992694
3/22/2021,3013122
3/23/2021,3035338
3/24/2021,3061520
3/25/2021,3091282
3/26/2021,3120013
3/27/2021,3149094
3/28/2021,3179115
3/29/2021,3208173
3/30/2021,3240577
3/31/2021,3277880
4/1/2021,3317182
4/2/2021,3357988
4/3/2021,3400296
4/4/2021,3445052
4/5/2021,3487050
4/6/2021,3529601
4/7/2021,3579185
4/8/2021,3633925
4/9/2021,3689866
4/10/2021,3745657
4/11/2021,3798333
4/12/2021,3849011
4/13/2021,3903573
4/14/2021,3962760
4/15/2021,4025557
4/16/2021,4086957
4/17/2021,4150039
4/18/2021,4212645
4/19/2021,4268447
4/20/2021,4323596
4/21/2021,4384624
4/22/2021,4446591
4/23/2021,4501382
4/24/2021,4550820
4/25/2021,4591416
4/26/2021,4629969
4/27/2021,4667281
4/28/2021,4710582
4/29/2021,4751026
4/30/2021,4788700
5/1/2021,4820591
5/2/2021,4849408
5/3/2021,4875388
5/4/2021,4900121
5/5/2021,4929118
5/6/2021,4955594
5/7/2021,4977982
5/8/2021,4998089
