Date,cases
10/14/2020,365467
10/15/2020,372799
10/16/2020,381602
10/17/2020,391611
10/18/2020,402536
10/19/2020,414241
10/20/2020,423578
10/21/2020,434449
10/22/2020,449648
10/23/2020,465726
10/24/2020,484869
10/25/2020,504509
10/26/2020,525782
10/27/2020,542789
10/28/2020,564778
10/29/2020,589766
10/30/2020,616595
10/31/2020,647674
11/1/2020,679430
11/2/2020,709335
11/3/2020,731588
11/4/2020,759829
11/5/2020,790377
11/6/2020,824879
11/7/2020,862681
11/8/2020,902490
11/9/2020,935104
11/10/2020,960373
11/11/2020,995463
11/12/2020,1028424
11/13/2020,1066401
11/14/2020,1107303
11/15/2020,1144552
11/16/2020,1178529
11/17/2020,1205881
11/18/2020,1238072
11/19/2020,1272352
11/20/2020,1308528
11/21/2020,1345767
11/22/2020,1380531
11/23/2020,1408868
11/24/2020,1431795
11/25/2020,1455022
11/26/2020,1480874
11/27/2020,1509875
11/28/2020,1538217
11/29/2020,1564532
11/30/2020,1585178
12/1/2020,1601554
12/2/2020,1620901
12/3/2020,1641610
12/4/2020,1664829
12/5/2020,1688939
12/6/2020,1709991
12/7/2020,1728878
12/8/2020,1742557
12/9/2020,1757394
12/10/2020,1770149
12/11/2020,1787147
12/12/2020,1805873
12/13/2020,1825775
12/14/2020,1843712
12/15/2020,1855737
12/16/2020,1870576
12/17/2020,1888144
12/18/2020,1906377
12/19/2020,1921778
12/20/2020,1938083
12/21/2020,1953185
12/22/2020,1964054
12/23/2020,1977370
12/24/2020,1991278
12/25/2020,2009317
12/26/2020,2028354
12/27/2020,2038759
12/28/2020,2047696
12/29/2020,2056277
12/30/2020,2067487
12/31/2020,2083689
1/1/2021,2107166
1/2/2021,2129376
1/3/2021,2141201
1/4/2021,2155446
1/5/2021,2166244
1/6/2021,2181619
1/7/2021,2201945
1/8/2021,2220361
1/9/2021,2237890
1/10/2021,2257866
1/11/2021,2276491
1/12/2021,2289021
1/13/2021,2303263
1/14/2021,2319036
1/15/2021,2336279
1/16/2021,2352423
1/17/2021,2368733
1/18/2021,2381277
1/19/2021,2390102
1/20/2021,2400598
1/21/2021,2414166
1/22/2021,2428221
1/23/2021,2441854
1/24/2021,2455185
1/25/2021,2466813
1/26/2021,2475372
1/27/2021,2485956
1/28/2021,2501147
1/29/2021,2515507
1/30/2021,2529070
1/31/2021,2541783
2/1/2021,2553032
2/2/2021,2560957
2/3/2021,2570608
2/4/2021,2583790
2/5/2021,2597446
2/6/2021,2611659
2/7/2021,2625098
2/8/2021,2636738
2/9/2021,2644707
2/10/2021,2655319
2/11/2021,2668266
2/12/2021,2683403
2/13/2021,2697296
2/14/2021,2710819
2/15/2021,2721879
2/16/2021,2729223
2/17/2021,2739591
2/18/2021,2751657
2/19/2021,2765412
2/20/2021,2780882
2/21/2021,2795796
2/22/2021,2809246
2/23/2021,2818863
2/24/2021,2832162
2/25/2021,2848564
2/26/2021,2868435
2/27/2021,2888923
2/28/2021,2907825
3/1/2021,2925265
3/2/2021,2938371
3/3/2021,2955434
3/4/2021,2976274
3/5/2021,2999119
3/6/2021,3023129
3/7/2021,3046762
3/8/2021,3067486
3/9/2021,3081368
3/10/2021,3101093
3/11/2021,3123368
3/12/2021,3149017
3/13/2021,3175807
3/14/2021,3201838
3/15/2021,3223142
3/16/2021,3238394
3/17/2021,3258770
3/18/2021,3281810
3/19/2021,3306711
3/20/2021,3332418
3/21/2021,3356331
3/22/2021,3376376
3/23/2021,3400877
3/24/2021,3419616
3/25/2021,3440862
3/26/2021,3464543
3/27/2021,3488619
3/28/2021,3512453
3/29/2021,3532057
3/30/2021,3544957
3/31/2021,3561012
4/1/2021,3584899
4/2/2021,3607083
4/3/2021,3629000
4/4/2021,3650247
4/5/2021,3668264
4/6/2021,3678944
4/7/2021,3686707
4/8/2021,3700393
4/9/2021,3717602
4/10/2021,3736526
4/11/2021,3754077
4/12/2021,3769814
4/13/2021,3779594
4/14/2021,3793033
4/15/2021,3809193
4/16/2021,3826156
4/17/2021,3842079
4/18/2021,3857443
4/19/2021,3870131
4/20/2021,3878994
4/21/2021,3891063
4/22/2021,3904899
4/23/2021,3920945
4/24/2021,3935703
4/25/2021,3949517
4/26/2021,3962674
4/27/2021,3971114
4/28/2021,3981512
4/29/2021,3994894
4/30/2021,4009208
5/1/2021,4022653
5/2/2021,4035617
5/3/2021,4044762
5/4/2021,4050708
5/5/2021,4059821
5/6/2021,4070400
5/7/2021,4082198
5/8/2021,4092747
