Date,cases
9/30/2020,7077015
10/1/2020,7115491
10/2/2020,7160476
10/3/2020,7206769
10/4/2020,7256234
10/5/2020,7305270
10/6/2020,7341406
10/7/2020,7380326
10/8/2020,7419230
10/9/2020,7471688
10/10/2020,7525920
10/11/2020,7583748
10/12/2020,7636803
10/13/2020,7682128
10/14/2020,7728436
10/15/2020,7774745
10/16/2020,7833851
10/17/2020,7896895
10/18/2020,7966729
10/19/2020,8019237
10/20/2020,8065615
10/21/2020,8124633
10/22/2020,8184788
10/23/2020,8248149
10/24/2020,8320491
10/25/2020,8403121
10/26/2020,8485747
10/27/2020,8548111
10/28/2020,8611256
10/29/2020,8683298
10/30/2020,8763682
10/31/2020,8852730
11/1/2020,8952086
11/2/2020,9032465
11/3/2020,9108353
11/4/2020,9193765
11/5/2020,9281928
11/6/2020,9387978
11/7/2020,9504758
11/8/2020,9636579
11/9/2020,9763730
11/10/2020,9868389
11/11/2020,9990620
11/12/2020,10124555
11/13/2020,10266631
11/14/2020,10460365
11/15/2020,10641431
11/16/2020,10796432
11/17/2020,10933918
11/18/2020,11085184
11/19/2020,11249228
11/20/2020,11413788
11/21/2020,11597979
11/22/2020,11789012
11/23/2020,11972556
11/24/2020,12119654
11/25/2020,12276834
11/26/2020,12441925
11/27/2020,12622775
11/28/2020,12763997
11/29/2020,12939666
11/30/2020,13082877
12/1/2020,13234551
12/2/2020,13385755
12/3/2020,13563731
12/4/2020,13759500
12/5/2020,13978171
12/6/2020,14191298
12/7/2020,14397135
12/8/2020,14570523
12/9/2020,14755996
12/10/2020,14972356
12/11/2020,15203208
12/12/2020,15404889
12/13/2020,15648098
12/14/2020,15860675
12/15/2020,16041095
12/16/2020,16245376
12/17/2020,16446844
12/18/2020,16682649
12/19/2020,16912564
12/20/2020,17314834
12/21/2020,17515091
12/22/2020,17712290
12/23/2020,17895109
12/24/2020,18090260
12/25/2020,18311405
12/26/2020,18503500
12/27/2020,18648989
12/28/2020,18827300
12/29/2020,18972813
12/30/2020,19147627
12/31/2020,19346790
1/1/2021,19578217
1/2/2021,19806654
1/3/2021,19974413
1/4/2021,20258725
1/5/2021,20470169
1/6/2021,20643544
1/7/2021,20870913
1/8/2021,21170475
1/9/2021,21447670
1/10/2021,21761186
1/11/2021,22009275
1/12/2021,22229803
1/13/2021,22428591
1/14/2021,22645757
1/15/2021,22871330
1/16/2021,23097938
1/17/2021,23344423
1/18/2021,23556676
1/19/2021,23742059
1/20/2021,23884299
1/21/2021,24037236
1/22/2021,24225155
1/23/2021,24413331
1/24/2021,24604325
1/25/2021,24775208
1/26/2021,24916899
1/27/2021,25050308
1/28/2021,25198841
1/29/2021,25354044
1/30/2021,25512197
1/31/2021,25676612
